date,id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,昨日成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
2024-03-12,8085,福華,其他電子業,73.7,5.29,-0.41,73.4,73.3,-0.54,-2.4,4606.88,7426.15,,1.0,58.0,-37.0,-1.64,3.0,904.0,-508.0,0.0,0.0,0.0,-25.0,-0.02,,,,,-570.0,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-5.3,-7.77,1.0,2.0,4.0,-1.18,-5.45,-7.78,-45.54,-40.60,-13.57,1.5,1.07,5.08,15.76,凱基-台北,3.21%,統一-板橋,1.91%,玉山-雙和,1.13%
2024-03-12,3294,英濟,電子零組件業,45.5,-3.6,0.66,45.8,44.65,-1.87,-4.49,8651.21,11405.19,,0.0,-68.0,-119.0,0.75,3.0,492.0,-145.0,0.0,0.0,0.0,-408.0,-0.31,,,,,-490.0,-0.37,0.0,-0.0,0.0,0.0,0.0,0.0,0.65,0.84,1.27,3.0,6.0,13.0,-2.25,-2.34,-1.72,-55.12,-34.86,19.73,-4.94,-8.02,-3.3,15.72,元富,2.23%,元富-永和,1.44%,凱基-站前,1.18%
2024-03-12,1582,信錦,電子零組件業,88.2,9.98,4.31,92.0,93.4,5.9,-2.2,35065.19,11024.2,-1094.0,4.0,86.0,522.0,5.07,3.0,525.0,1509.0,0.0,0.0,0.02,-1258.0,-1.02,16.16,164.0,0.13,0.45,-1472.0,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.86,-0.84,1.0,3.0,8.0,1.35,0.57,0.67,-29.58,-7.10,20.86,7.52,10.2,12.63,13.02,華南永昌,1.91%,凱基-台北,1.62%,凱基-永康,0.6%
2024-03-12,2417,圓剛,電腦及週邊設備業,51.5,1.18,-0.78,51.1,49.7,-3.5,-2.74,4115.95,20605.01,807.0,2.0,85.0,-224.0,-3.64,1.0,778.0,-351.0,0.0,0.0,0.0,729.0,0.46,14.06,78.0,0.05,1.39,-4.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,12.37,11.66,4.0,9.0,16.0,2.22,9.44,9.38,0.48,5.97,16.20,-1.72,3.46,9.01,12.78,凱基-台北,7.46%,凱基-和平,3.6%,摩根大通,2.92%
2024-03-12,3169,亞信,半導體業,138.5,0.36,1.08,140.0,143.0,3.25,-2.72,3734.63,3159.03,,2.0,20.0,-9.0,-1.45,3.0,237.0,62.0,0.0,0.0,0.0,-343.0,-0.55,,,,,-219.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.2,0.7,1.0,2.0,8.0,-1.15,-0.66,-0.14,-40.20,-20.15,6.62,0.8,2.5,7.2,12.43,富邦-板橋,1.66%,元大-忠孝鼎富,1.61%,統一-松江,1.45%
2024-03-12,8089,康全電訊,通信網路業,71.8,-0.28,0.28,72.0,76.6,6.69,-2.3,3094.09,3504.94,,3.0,-48.0,7.0,-1.15,1.0,-18.0,-181.0,0.0,0.0,0.0,-138.0,-0.24,,,,,-239.0,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,-1.69,-0.65,0.05,1.0,6.0,11.0,-4.41,-4.21,-7.07,5.67,29.57,47.40,-1.24,-7.59,-4.18,11.81,美商高盛,2.07%,元大-北港,1.81%,元大-土城永寧,1.16%
2024-03-12,6596,寬宏藝術,文化創意業,60.5,1.0,9.75,66.4,64.7,6.94,-2.56,1847.9,665.53,,2.0,0.0,6.0,inf,4.0,26.0,44.0,0.0,0.0,0.0,-81.0,-0.25,,,,,-4.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.11,-0.07,3.0,7.0,12.0,1.81,2.23,1.65,"1,009.12",309.66,185.12,4.94,8.24,10.23,11.7,玉山-桃園,6.49%,國泰證券,3.68%,新光,2.16%
2024-03-12,8059,凱碩,通信網路業,36.55,9.92,3.97,38.0,38.05,4.1,-3.18,13168.5,7873.13,,2.0,193.0,115.0,-0.4,3.0,101.0,277.0,0.0,0.0,0.0,-318.0,-0.17,,,,,-1110.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.23,0.08,3.0,7.0,9.0,-0.85,-1.44,-0.83,178.15,-67.16,-78.81,1.97,0.73,1.98,11.11,富邦-永和,0.64%,國票-敦北法人,0.58%,元大-萬華,0.54%
2024-03-12,3312,弘憶股,電子通路業,38.2,-8.06,1.05,38.6,38.1,-0.26,-4.27,11172.87,9880.72,-2000.0,2.0,-98.0,-47.0,-0.52,3.0,270.0,793.0,0.0,0.0,0.0,-1980.0,-1.22,11.09,-20.0,-0.01,0.27,-1403.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.77,3.25,4.73,3.0,7.0,13.0,0.83,2.38,5.64,-29.16,-7.41,22.26,-4.1,-4.5,1.03,10.54,(牛牛牛)亞-鑫豐,2.86%,元大-內湖,1.61%,中國信託,1.56%
2024-03-12,1725,元禎,化學工業,33.05,-2.07,-0.15,33.0,33.3,0.76,-4.86,734.94,671.16,2.0,2.0,-11.0,6.0,-1.55,3.0,39.0,-140.0,0.0,0.0,0.0,1.0,0.0,0.22,1.0,0.0,0.11,-22.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,1.0,2.0,7.0,-0.29,-0.28,-0.22,-33.04,-22.55,2.98,-2.53,-0.48,5.62,9.73,華南永昌-林口,4.49%,元大-台中,4.08%,富邦-三重,3.81%
2024-03-12,8092,建暐,其他電子業,25.4,-2.68,-2.17,24.85,25.5,0.39,-2.67,934.94,2201.86,,,,,,,,,0.0,0.0,0.0,79.0,0.15,,,,,-17.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.58,1.0,5.0,7.0,14.0,0.66,-0.79,-2.63,42.11,-10.84,-17.15,-2.01,-0.86,4.02,9.54,富邦-新莊,9.63%,凱基-台北,8.13%,統一,5.88%
2024-03-12,1591,駿吉-KY,電機機械,64.6,1.1,-0.31,64.4,63.1,-2.32,-2.62,556.21,469.87,,0.0,-24.0,0.0,-1.0,2.0,-20.0,-45.0,0.0,0.0,0.0,-69.0,-0.2,,,,,-166.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.14,2.18,2.0,5.0,11.0,0.98,1.96,2.07,-4.63,49.63,53.70,-0.6,-0.8,3.44,9.13,富邦-南京,6.29%,群益金鼎,4.5%,國票-和平,3.96%
2024-03-12,3284,太普高,其他,27.3,9.86,0.37,27.4,27.65,1.28,-2.81,5542.02,2789.28,,3.0,86.0,-62.0,-1.72,3.0,106.0,-342.0,0.0,0.0,0.0,799.0,0.9,,,,,-353.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.13,1.34,3.0,5.0,10.0,0.3,0.13,-0.33,20.71,45.26,52.87,2.84,4.36,5.31,8.05,摩根大通,4.49%,凱基-台北,3.68%,台灣摩根士丹利,3.43%
2024-03-12,2496,卓越,其他,66.5,9.92,6.77,71.0,69.3,4.21,-2.39,557.77,212.0,-53.0,0.0,0.0,0.0,,5.0,39.0,17.0,0.0,0.0,0.0,-56.0,-0.29,22.76,3.0,0.02,0.44,-10.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.41,-0.35,0.0,0.0,3.0,0.41,0.42,0.5,0.94,9.12,17.17,5.38,6.52,7.47,7.95,元大-員林,5.2%,元大-竹科,4.3%,台灣企銀-北高雄,3.58%
2024-03-12,6217,中探針,電子零組件業,50.8,4.21,-1.18,50.2,49.65,-2.26,-3.4,8747.48,19221.86,,2.0,40.0,-16.0,-1.4,4.0,3284.0,-505.0,0.0,0.0,0.0,-506.0,-0.52,,,,,-1299.0,-1.34,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.75,-0.34,0.54,3.0,6.0,13.0,3.3,6.38,7.57,-17.22,-31.04,-13.82,-0.13,2.31,4.96,7.45,國泰-板橋,4.33%,美商高盛,1.6%,群益金鼎-台北,1.49%
2024-03-12,2524,京城,建材營造,38.05,2.15,0.53,38.25,39.45,3.68,-4.71,1123.78,305.02,51.0,2.0,-1.0,3.0,-4.0,2.0,-23.0,-15.0,0.0,0.0,0.0,21.0,0.01,0.66,30.0,0.01,0.08,-60.0,-0.02,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.05,-0.07,-0.07,2.0,3.0,6.0,-0.02,-0.02,-0.03,-53.27,113.79,124.78,0.78,2.39,5.21,7.03,摩根大通,2.22%,國泰-新莊,1.87%,永豐金-桃園,1.78%
2024-03-12,2460,建通,電子零組件業,37.3,2.9,1.74,37.95,38.6,3.49,-2.28,3564.1,1675.77,-597.0,3.0,7.0,50.0,6.14,4.0,37.0,248.0,0.0,0.0,0.0,-601.0,-0.36,2.76,4.0,0.0,0.18,-79.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,-0.76,-0.19,0.0,3.0,8.0,-0.73,-0.52,0.28,-52.34,-36.79,17.15,1.52,-0.03,1.7,6.55,永豐金-中正,2.78%,玉山證券,2.67%,元大-羅東,1.99%
2024-03-12,6113,亞矽,電子通路業,35.15,-0.99,-0.43,35.0,35.55,1.14,-3.53,1640.57,1642.54,,3.0,59.0,5.0,-0.92,2.0,-27.0,30.0,0.0,0.0,0.0,-332.0,-0.66,,,,,-241.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.79,1.17,3.0,6.0,11.0,-1.42,-10.84,-3.95,-12.30,-58.19,-45.73,-0.98,-3.12,-4.04,6.41,兆豐-鹿港,1.16%,玉山-數位,1.16%,兆豐-嘉義,0.98%
2024-03-12,3664,安瑞-KY,通信網路業,33.3,9.18,0.6,33.5,32.7,-1.8,-2.53,705.82,862.75,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.01,-290.0,-0.5,,,,,-129.0,-0.22,-0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.14,0.58,3.0,5.0,12.0,0.38,0.35,0.25,60.05,33.13,5.25,0.97,2.89,4.2,6.28,中國信託-松江,6.09%,玉山證券,4.96%,富邦-內湖,3.68%
2024-03-12,3188,鑫龍騰,建材營造,23.35,2.64,6.85,24.95,23.95,2.57,-4.01,2930.72,2744.29,,3.0,8.0,6.0,-0.25,3.0,34.0,-123.0,0.0,0.0,0.0,-110.0,-0.06,,,,,-79.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,-0.18,-0.04,2.0,3.0,8.0,0.12,0.09,0.24,-4.42,"3,148.97",362.40,1.58,3.36,4.13,6.12,元大-博愛,7.37%,台灣摩根士丹利,6.65%,永豐金證券,3.89%
2024-03-12,3313,斐成,其他,22.3,-2.19,-5.83,21.0,20.1,-9.87,-4.51,1535.26,959.48,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-256.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.01,0.0,4.0,6.0,11.0,-0.5,-0.97,-1.05,,,,-3.6,-3.52,-0.11,5.83,元大證券,4.36%,元大-西門,3.91%,福邦證券,2.93%
2024-03-12,3232,昱捷,電子通路業,33.25,2.94,1.05,33.6,32.2,-3.16,-4.17,575.82,810.35,,0.0,-3.0,-2.0,-0.33,2.0,-70.0,16.0,0.0,0.0,0.0,-18.0,-0.04,,,,,-45.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.23,3.6,3.0,7.0,11.0,0.76,4.81,5.75,-12.96,20.24,35.78,-1.15,-1.67,1.17,5.77,凱基-台北,11.11%,群益金鼎-館前,2.6%,福勝,2.43%
2024-03-12,1589,永冠-KY,電機機械,56.8,-1.73,1.76,57.8,58.4,2.82,-2.01,1806.92,1815.55,-366.0,3.0,36.0,-23.0,-1.64,3.0,37.0,70.0,0.0,0.0,0.0,-320.0,-0.27,2.97,-46.0,-0.04,0.75,-196.0,-0.17,-0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-2.02,-1.81,1.0,2.0,7.0,-0.99,-1.92,-2.2,-57.31,-62.82,-29.20,-1.5,-0.65,2.94,5.69,富邦證券,3.1%,元大-府城,2.77%,凱基-站前,2.32%
2024-03-12,3605,宏致,電子零組件業,41.45,2.35,-0.48,41.25,40.35,-2.65,-2.89,1131.88,1635.85,-111.0,1.0,3.0,-11.0,-4.67,2.0,168.0,-41.0,0.0,0.0,0.0,-115.0,-0.09,10.79,4.0,0.0,0.47,-123.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,-1.53,-1.21,2.0,3.0,10.0,-0.32,-1.32,-1.72,-25.83,-14.96,-3.35,-0.65,-0.51,1.02,5.63,統一,5.3%,元大-大雅,3.8%,台灣摩根士丹利,2.39%
2024-03-12,3354,律勝,電子零組件業,25.6,1.19,3.52,26.5,25.95,1.37,-2.63,752.72,1143.08,,3.0,4.0,3.0,-0.25,2.0,73.0,44.0,0.0,0.0,0.0,-49.0,-0.07,,,,,-21.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.26,0.43,2.0,4.0,11.0,-0.1,-3.15,-1.09,-19.48,28.47,31.24,-0.58,-1.7,-0.95,5.6,華南永昌,7.84%,元大-蘆洲中正,4.12%,凱基-台北,2.92%
2024-03-12,1522,堤維西,汽車工業,44.75,1.02,-0.11,44.7,47.5,6.15,-2.16,10809.64,3892.32,-1031.0,1.0,-5.0,34.0,-7.8,3.0,274.0,161.0,0.0,0.0,0.02,-1231.0,-0.39,17.9,200.0,0.06,0.3,-975.0,-0.31,0.0,0.0,-0.0,0.0,0.0,0.0,-0.67,1.05,8.06,1.0,5.0,15.0,-0.62,0.35,6.38,-10.39,10.26,16.63,1.31,-0.77,2.1,5.56,凱基-和平,1.61%,富邦-板橋,1.17%,新光-高雄,1.02%
2024-03-12,6192,巨路,其他電子業,96.7,-2.42,0.83,97.5,96.7,0.0,-3.01,697.91,245.51,-21.0,1.0,0.0,1.0,inf,1.0,-2.0,-17.0,0.0,0.0,0.0,-25.0,-0.03,19.88,4.0,0.0,3.17,-83.0,-0.09,0.0,0.0,-0.0,0.0,0.0,0.0,0.05,0.22,0.34,3.0,7.0,11.0,0.0,0.3,0.35,-32.59,-13.81,9.77,-1.9,-2.29,1.39,5.52,富邦證券,12.18%,富邦-三峽,6.45%,富邦-新竹,5.16%
2024-03-12,5426,振發,電腦及週邊設備業,36.55,-2.53,1.78,37.2,37.65,3.01,-2.71,6744.78,3301.69,,3.0,38.0,25.0,-0.34,3.0,-416.0,202.0,0.0,0.0,0.0,-993.0,-0.69,,,,,-742.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.08,-1.66,2.0,6.0,8.0,-1.96,-2.08,-3.99,-32.09,-35.55,-24.06,-0.59,-0.12,-1.01,5.17,國泰-敦南,1.25%,富邦-新店,1.17%,台新證券,0.95%
2024-03-12,2371,大同,電機機械,51.1,2.2,-1.76,50.2,49.4,-3.33,-3.33,40249.68,33798.73,-9940.0,2.0,84.0,-331.0,-4.94,3.0,3186.0,-2875.0,0.0,0.0,0.2,-9476.0,-0.41,11.97,-464.0,-0.02,3.51,-11174.0,-0.48,0.0,0.0,-0.02,0.0,0.0,0.0,-0.55,-0.38,-2.04,2.0,4.0,8.0,-0.31,0.39,0.17,12.98,6.65,0.78,-1.8,-2.09,0.99,4.99,華南永昌-大安,2.45%,元富,0.94%,新光,0.88%
2024-03-12,3339,泰谷,光電業,26.15,8.96,0.57,26.3,25.5,-2.49,-4.49,4995.12,7405.72,,2.0,406.0,61.0,-0.85,2.0,209.0,138.0,0.0,0.0,0.0,53.0,0.1,,,,,-264.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,2.01,4.6,6.29,3.0,7.0,14.0,4.09,4.28,4.1,-4.32,2.96,11.09,0.59,0.7,1.3,4.25,台中銀,4%,統一-敦南,2.8%,凱基-台北,2.46%
2024-03-12,5498,凱崴,電子零組件業,16.2,2.53,-1.54,15.95,16.1,-0.62,-4.73,14050.64,25580.05,,4.0,180.0,36.0,-0.8,5.0,1572.0,23.0,0.0,0.0,0.0,468.0,0.24,,,,,-125.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.14,-0.24,3.0,7.0,14.0,-2.39,-0.41,-1.71,-28.61,-15.73,7.96,-0.03,1.48,2.68,4.17,新加坡商瑞銀,2.34%,台灣企銀-埔墘,1.74%,美林,1.37%
2024-03-12,4109,加捷生醫,生技醫療業,23.25,1.09,2.37,23.8,23.1,-0.65,-2.94,1820.78,2297.73,,2.0,-5.0,0.0,-1.0,2.0,103.0,-113.0,0.0,0.0,0.0,-132.0,-0.15,,,,,-395.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.38,0.95,2.0,6.0,10.0,-0.24,-0.52,-1.03,33.04,169.85,118.99,-0.74,-0.15,1.25,4.16,台灣摩根士丹利,4.34%,富邦證券,2.75%,統一-三多,1.87%
2024-03-12,3051,力特,光電業,40.95,4.6,0.49,41.15,40.55,-0.98,-2.87,5040.26,7309.56,-205.0,3.0,128.0,-6.0,-1.05,4.0,138.0,346.0,0.0,0.0,0.0,-208.0,-0.12,4.03,3.0,0.0,0.05,-119.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.14,1.14,3.0,6.0,11.0,1.33,1.16,0.61,-20.07,-31.13,-19.51,0.71,2.32,3.39,4.09,華南永昌-中正,1.96%,合庫-台南,1.31%,港商野村,1.29%
2024-03-12,2441,超豐,半導體業,64.6,1.89,0.31,64.8,64.2,-0.62,-2.13,2326.02,4222.4,33.0,1.0,-10.0,0.0,-1.0,4.0,108.0,-260.0,-16.0,-0.0,0.47,122.0,0.02,14.91,-73.0,-0.01,6.09,-103.0,-0.02,-0.01,-0.04,-0.15,0.0,0.0,0.0,0.33,0.36,0.54,5.0,8.0,14.0,0.02,0.06,0.03,-8.29,6.94,21.73,1.36,2.67,3.44,3.83,摩根大通,8.3%,福邦證券,2.58%,台灣摩根士丹利,1.98%
2024-03-12,6698,旭暉應材,其他電子業,37.6,4.3,0.0,37.6,37.15,-1.2,-2.37,581.25,2214.95,-5.0,2.0,5.0,0.0,-1.0,1.0,20.0,-14.0,0.0,0.0,0.0,-5.0,-0.01,1.29,0.0,0.0,0.05,-23.0,-0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.13,0.13,-0.18,1.0,4.0,9.0,-0.97,-0.04,-0.53,-29.12,-31.23,-13.61,-0.28,0.88,1.32,3.65,永豐金-桃園,6.02%,凱基-台北,3.44%,國票-台中,3.1%
2024-03-12,6684,安格,半導體業,94.9,0.85,1.69,96.5,95.3,0.42,-2.16,1254.07,1913.64,,0.0,-32.0,-11.0,-0.66,2.0,32.0,1.0,0.0,0.0,0.0,-120.0,-0.27,,,,,-97.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.78,-1.42,2.0,4.0,7.0,0.01,0.1,-4.99,-22.30,129.61,160.66,-3.36,-12.78,-14.72,3.45,統一-基隆,1.2%,台新證券,1.12%,群益金鼎-土城,0.88%
2024-03-12,5272,笙科,半導體業,40.45,3.98,0.62,40.7,40.45,0.0,-3.0,4350.89,3899.82,,1.0,45.0,-32.0,-1.71,2.0,98.0,-215.0,0.0,0.0,0.0,-411.0,-0.74,,,,,-508.0,-0.92,0.0,0.0,-0.0,0.0,0.0,0.0,-1.38,-2.2,-1.01,1.0,4.0,9.0,-1.78,-5.43,-6.29,-16.58,-13.66,26.16,0.07,-0.22,0.6,3.32,凱基-竹北,2.3%,群益金鼎-新莊,1.45%,台灣摩根士丹利,1.17%
2024-03-12,6235,華孚,電腦及週邊設備業,114.0,3.64,0.0,114.0,112.5,-1.32,-3.02,6072.85,7508.32,-248.0,2.0,21.0,-33.0,-2.57,2.0,106.0,-50.0,0.0,0.0,0.19,-70.0,-0.04,4.53,-178.0,-0.09,0.94,-1000.0,-0.52,-0.0,-0.08,-0.11,0.0,0.0,0.0,-0.19,-0.04,0.16,2.0,3.0,9.0,-0.86,-0.78,-0.87,-10.49,8.19,19.34,0.3,3.7,5.67,3.19,(牛牛牛)亞-網路,1.65%,新光,0.96%,宏遠-民生,0.72%
2024-03-12,3016,嘉晶,半導體業,61.9,9.95,2.42,63.4,61.7,-0.32,-4.04,14977.74,6774.66,-1907.0,3.0,517.0,-501.0,-1.97,4.0,-280.0,153.0,0.0,0.0,0.0,-1962.0,-0.68,1.28,55.0,0.02,0.58,-2192.0,-0.76,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.22,-0.3,-0.18,2.0,4.0,9.0,-0.01,-0.07,-0.25,-3.18,-0.98,-4.33,5.06,6.4,6.55,3.09,國票-北高雄,3.33%,富邦-新竹,0.73%,元大-中壢,0.61%
2024-03-12,5251,天鉞電,光電業,23.65,1.94,-0.85,23.45,24.15,2.11,-2.42,627.7,529.28,,2.0,5.0,6.0,0.2,3.0,-36.0,5.0,0.0,0.0,0.0,-55.0,-0.15,,,,,-22.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.14,-0.04,2.0,4.0,10.0,-1.85,-0.18,-0.99,-22.42,30.37,18.25,-0.81,-1.13,-0.57,3.05,富邦-永和,7.96%,國泰-桃園,3.18%,兆豐-彰化,1.75%
