date,id,name,category,A轉跌幅,回彈,20日跌幅,收盤價,昨日主力,主力買賣超(張),月增率%,年增率%,累計年增率%,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3,昨日A轉跌幅,漲跌幅,成交量,20日最高成交量,3日前漲跌幅,前日漲跌幅,昨日漲跌幅,距20日最高價,開盤位置,開盤價,昨日收盤價,前日成交量,昨日成交量,昨日三大,三大買賣超,融券5N,昨日融券,前日融券,融券差額(張),昨日融券5增張,昨日融券5MAX,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,主力5買%,主力10買%,主力20買%,ma5距離,ma10距離,ma20距離,ma60距離
2024-03-29,4576,大銀微系統,電機機械,-4.06,0.91,-22.16,165.5,827.0,-1718.0,-30.57,19.46,19.46,國泰-敦南,1.38%,群益金鼎-竹南,1.04%,元大-松山,0.52%,-0.3,-1.78,14520.24,34961.43,1.28,5.06,1.51,3.5,0.89,170.0,168.5,18840.67,9854.38,1299.0,-2279.0,3.0,21.0,77.0,-45.0,2.0,77.0,-3.14,4.0,-63.0,267.0,2.0,0.0,0.5,-2232.0,-1.86,4.6,-49.0,-0.04,0.62,-1.43,0.14,0.2,0.49,5.0,8.0,14.0,-2.37,-1.62,-3.81,-2.11,-2.85,-2.63,2.7,1.25,10.1,26.68
2024-03-29,3264,欣銓,半導體業,-4.37,0.88,-26.84,76.6,3355.0,-5414.0,0.37,-0.90,-0.90,台灣摩根士丹利,3.98%,摩根大通,3.26%,永豐金證券,2.73%,-1.14,-1.92,27982.58,59651.24,3.2,-1.68,2.49,2.6000000000000085,0.64,78.6,78.1,43663.78,16268.09,4725.0,1334.0,2.0,63.0,-139.0,-111.0,-98.0,107.0,-2.76,4.0,-568.0,324.0,497.0,0.1,17.53,910.0,0.19,17.13,-73.0,-0.01,1.23,-1.1,0.7,1.66,4.62,4.0,7.0,17.0,0.34,0.77,-0.98,-0.3,0.88,1.2,-0.1,-0.2,5.35,16.18
2024-03-29,6789,采鈺,半導體業,-4.52,1.0,-14.87,327.5,794.0,-709.0,-24.63,4.94,4.94,凱基-台北,3.67%,華南永昌-長虹,1.95%,國票-安和,1.9%,-1.47,-1.95,5987.66,6263.98,-1.9,2.26,5.53,0.0,-0.15,333.5,334.0,1490.93,4762.26,310.0,-820.0,3.0,17.0,-7.0,76.0,15.0,17.0,3.47,3.0,205.0,807.0,4.0,0.0,0.4,-812.0,-0.26,8.86,-12.0,-0.0,0.27,-0.22,0.0,0.0,0.0,4.0,6.0,11.0,-0.2,-0.19,-0.66,0.02,0.04,-0.5,6.9,9.0,9.65,32.14
2024-03-29,3234,光環,通信網路業,-2.68,0.71,-24.2,50.9,-60.0,-317.0,26.92,23.07,23.07,群益金鼎,2.61%,國票-內壢,2.46%,台灣摩根士丹利,1.96%,0.0,-2.49,1380.29,8846.24,-4.66,0.2,1.75,3.9000000000000057,-0.38,52.0,52.2,1845.55,1165.42,-71.0,-170.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-170.0,-0.18,6.23,0.0,0.0,2.77,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.09,4.61,5.33,-0.69,4.73,3.86,-0.96,-0.48,2.71,2.42
2024-03-29,3017,奇鋐,電腦及週邊設備業,-3.26,1.0,-16.64,564.0,1666.0,-1917.0,2.56,19.83,19.83,花旗環球,2.67%,凱基,2.34%,永豐金證券,2.08%,0.0,-2.59,6621.89,22732.43,0.72,0.36,3.02,0.0,0.35,581.0,579.0,6055.24,5778.69,1946.0,-2702.0,3.0,52.0,-75.0,-31.0,4.0,52.0,-1.6,1.0,-236.0,460.0,127.0,0.03,7.62,-2843.0,-0.74,39.94,14.0,0.0,0.79,-0.5,0.15,0.95,-1.41,4.0,8.0,10.0,-0.4,-1.23,0.47,0.12,0.44,-0.69,-0.2,9.9,20.4,-47.95
2024-03-29,1597,直得,電機機械,-3.91,0.85,-23.11,110.5,296.0,-429.0,-5.73,-5.06,-5.06,台灣摩根士丹利,2.75%,元富-大裕,0.94%,元富-西松,0.77%,0.0,-2.64,4694.98,16405.88,0.0,2.28,1.34,4.0,-0.44,113.0,113.5,7556.37,4840.94,276.0,-421.0,3.0,45.0,5.0,47.0,121.0,97.0,0.04,2.0,-75.0,13.0,3.0,0.0,0.74,-447.0,-0.5,4.56,23.0,0.03,0.33,-0.48,0.0,0.0,0.57,4.0,5.0,13.0,-0.63,-0.85,-6.77,-0.99,-0.35,-4.88,-0.5,2.85,6.38,9.49
2024-03-29,6922,宸曜,電腦及週邊設備業,-8.02,1.0,-35.07,246.5,315.0,-233.0,-7.79,6.20,6.20,新加坡商瑞銀,1.48%,摩根大通,1.17%,永豐金-市政,1.02%,0.0,-2.95,2559.22,2559.22,-1.41,10.0,9.96,0.0,1.57,258.0,254.0,437.92,1379.22,106.0,50.0,,,,,,,,,,,0.0,0.0,0.0,57.0,0.22,3.65,-7.0,-0.03,1.25,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.97,1.1,0.24,0.54,0.82,15.6,17.7,33.7,61.65
2024-03-29,6669,緯穎,電腦及週邊設備業,-2.76,0.36,-19.15,2115.0,146.0,-394.0,-12.30,99.63,99.63,凱基,4.38%,摩根大通,2.42%,兆豐-南京,1.63%,-0.68,-2.98,1778.58,5478.61,-3.54,2.2,4.31,305.0,-0.46,2170.0,2180.0,1766.13,1552.56,-33.0,-695.0,1.0,5.0,-2.0,-4.0,-63.0,5.0,-1.8,5.0,32.0,86.0,-150.0,-0.09,4.2,-432.0,-0.25,35.44,-113.0,-0.06,0.63,-0.23,-0.47,-0.5,-1.32,1.0,2.0,6.0,-0.78,-1.12,-1.2,-0.77,-0.84,-2.08,5.0,-33.0,-97.0,-220.0
2024-03-29,1442,名軒,建材營造,-4.55,1.0,-15.68,84.0,172.0,-141.0,98.59,-62.51,-62.51,港商法國興業,5.56%,港商野村,5.06%,凱基-台北,4.27%,-0.12,-3.11,1778.68,3482.15,-0.95,1.44,2.24,0.0,0.0,86.7,86.7,1155.66,995.91,438.0,-81.0,1.0,1.0,-3.0,-1.0,-1.0,1.0,-2.0,4.0,23.0,50.0,0.0,0.0,9.75,-77.0,-0.02,10.55,-4.0,-0.0,0.11,-0.04,0.18,0.6,2.83,4.0,9.0,19.0,0.12,0.2,0.02,0.04,0.22,1.25,-0.7,-0.53,1.02,5.53
2024-03-29,6863,永道-KY,通信網路業,-4.76,0.45,-12.46,260.0,-13.0,-314.0,-22.84,36.78,36.78,永豐金證券,23.12%,凱基-台北,4.39%,富邦-南京,3.02%,-0.74,-3.17,1024.92,4209.13,-3.32,0.38,2.09,20.0,0.37,269.5,268.5,175.41,362.19,3.0,-588.0,2.0,3.0,0.0,1.0,-62.0,3.0,-0.67,1.0,-29.0,32.0,0.0,0.0,0.17,-604.0,-0.81,72.13,16.0,0.02,0.35,-0.42,0.0,-0.13,-0.4,0.0,1.0,3.0,-0.66,-0.63,-1.04,-0.6,-1.02,0.12,-4.9,-11.7,-15.52,11.37
2024-03-29,2356,英業達,電腦及週邊設備業,-3.3,0.65,-12.23,46.95,-6381.0,-16543.0,-36.56,3.88,3.88,土銀,2.58%,港商野村,2%,台新證券,1.92%,-2.81,-3.2,35324.19,42218.09,-1.15,1.05,1.15,2.1500000000000057,-0.21,48.4,48.5,13059.18,26961.66,-8752.0,-20036.0,1.0,4.0,-17.0,-2.0,-257.0,32.0,-1.5,5.0,1611.0,1748.0,-3045.0,-0.08,11.93,-16810.0,-0.47,12.97,-181.0,-0.01,9.28,-0.46,-0.09,-0.03,0.13,2.0,7.0,17.0,-0.9,-1.01,-1.79,-0.68,-0.73,-1.28,-0.82,0.23,-0.52,-2.31
2024-03-29,5522,遠雄,建材營造,-3.5,1.0,-10.25,77.2,159.0,-351.0,-74.62,4.15,4.15,港商法國興業,6.99%,凱基-台北,3.28%,元大-基隆孝二,2.91%,-0.25,-3.26,1374.38,2507.34,-0.39,2.33,1.01,0.0,0.0,79.8,79.8,1224.7,666.2,256.0,-426.0,0.0,-2.0,-7.0,-16.0,-4.0,8.0,7.0,3.0,-24.0,49.0,-28.0,-0.0,9.97,-434.0,-0.06,4.29,36.0,0.0,7.02,-0.04,0.05,0.2,0.51,2.0,5.0,15.0,-0.03,-0.01,-0.32,0.01,0.11,0.12,-0.94,-0.18,1.33,3.34
2024-03-29,6533,晶心科,半導體業,-6.84,0.97,-25.1,442.5,68.0,-298.0,-38.72,24.30,24.30,港商法國興業,2.51%,凱基-台北,2.32%,新光-新竹,1.7%,-0.97,-3.38,3584.16,3603.3,-2.85,1.01,2.23,3.0,0.0,458.0,458.0,760.44,1569.05,-80.0,-329.0,3.0,7.0,4.0,-6.0,16.0,26.0,-1.86,3.0,257.0,74.0,2.0,0.0,0.38,-391.0,-0.77,23.52,60.0,0.12,2.89,-0.59,0.0,0.22,0.22,2.0,5.0,5.0,-0.55,1.36,2.35,-0.49,0.81,2.86,-7.2,-1.85,29.18,44.46
2024-03-29,2543,皇昌,建材營造,-6.67,1.0,-41.33,105.0,632.0,-2341.0,-27.69,-3.94,-3.94,凱基-信義,1.76%,第一金,0.82%,台新-新莊,0.73%,-0.46,-3.67,24215.38,58003.07,7.35,-3.65,3.32,0.0,0.46,109.5,109.0,22621.9,16085.09,784.0,-3602.0,3.0,314.0,-181.0,-78.0,2470.0,1469.0,-1.25,3.0,-281.0,606.0,24.0,0.01,0.1,-1884.0,-0.79,13.22,-1742.0,-0.73,1.81,-0.99,0.01,0.0,0.01,1.0,1.0,3.0,-0.26,8.5,8.67,-0.94,7.86,11.09,-1.2,5.11,15.62,25.94
2024-03-29,2516,新建,建材營造,-5.24,0.98,-35.71,21.7,212.0,-425.0,-53.15,-11.07,-11.07,群益金鼎-萬華,17.05%,第一金-安和,4.87%,第一金,3.29%,0.0,-3.77,4310.77,6958.39,0.97,2.4,5.62,0.2000000000000028,0.22,22.6,22.55,1826.7,3259.72,-42.0,-978.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-932.0,-0.41,6.34,-46.0,-0.02,0.32,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.27,1.11,0.06,0.25,0.59,0.28,0.36,2.16,6.24
2024-03-29,2250,IKKA-KY,汽車工業,-9.01,1.0,-33.23,146.5,1221.0,-1523.0,-4.16,-7.17,-7.17,統一-城中,1.14%,國泰-敦南,0.5%,大展,0.47%,0.0,-4.25,11123.77,11123.77,-1.8,2.2,9.68,0.0,3.27,158.0,153.0,1681.86,3585.55,326.0,-478.0,1.0,63.0,-69.0,-124.0,-56.0,63.0,-2.97,3.0,166.0,181.0,1.0,0.0,0.28,-516.0,-1.65,6.14,37.0,0.12,1.94,-4.87,0.0,0.01,0.24,2.0,3.0,8.0,-0.77,-0.82,-3.03,-1.25,-3.25,-3.21,3.6,3.7,12.3,31.19
2024-03-29,6546,正基,通信網路業,-6.86,0.66,-21.52,142.5,139.0,-1230.0,2.12,11.22,11.22,國票-北高雄,4.98%,富邦-永和,2.6%,台新證券,1.78%,-2.27,-5.63,4037.15,5111.23,-4.58,2.05,1.34,12.0,1.32,153.0,151.0,948.84,1491.58,86.0,-1336.0,2.0,1.0,-39.0,43.0,-55.0,1.0,42.0,3.0,-77.0,698.0,-207.0,-0.31,7.28,-999.0,-1.51,5.57,-130.0,-0.2,1.64,-1.86,-0.31,-0.31,-0.16,0.0,0.0,3.0,-1.43,-0.24,-0.37,-2.8,-0.64,0.35,-5.8,-8.25,-0.95,1.72
