date,id,name,category,月增率%,年增率%,累計年增率%,收盤價,漲跌幅,A轉跌幅,成交量,3日前漲跌幅,前日漲跌幅,昨日漲跌幅,距20日最高價,開盤位置,開盤價,昨日A轉跌幅,前日成交量,昨日成交量,ma5距離,ma10距離,ma20距離,ma60距離
2024-12-03,1319,東陽,汽車工業,4.12,6.34,7.75,117.0,-0.85,-2.09,4312.55,2.62,0.85,-0.42,1.0,1.27,119.5,-2.07,4656.44,3685.96,-0.1,2.9,5.58,9.29
2024-12-03,5371,中光電,光電業,-12.86,-7.90,-0.24,82.8,-0.84,-2.36,18714.87,-1.25,9.14,7.6,0.5,0.84,84.2,-2.11,10668.88,34647.61,5.4,8.46,11.33,9.19
2024-12-03,8104,錸寶,光電業,0.02,-11.35,-11.35,55.3,-1.6,-2.64,4349.03,-1.58,2.68,-2.09,5.200000000000003,0.18,56.3,-3.93,11149.94,8843.94,-1.02,-1.33,4.3,8.94
2024-12-03,3447,展達,通信網路業,2.76,109.45,-21.48,71.5,-2.59,-4.03,3052.94,-0.7,1.12,1.8,32.5,0.95,74.1,-3.17,4431.85,5331.02,-0.52,-5.68,-14.16,8.62
2024-12-03,6877,鏵友益,其他電子業,-4.77,58.09,9.89,80.0,-0.5,-3.61,691.55,-1.67,-0.52,5.79,6.5,1.0,81.2,-2.19,136.55,1211.55,1.9,2.09,2.08,8.28
2024-12-03,3234,光環,通信網路業,-4.04,-23.15,-7.69,54.8,0.55,-3.01,5835.28,-3.85,1.6,7.28,1.2999999999999972,1.1,55.1,-2.33,1523.04,7022.42,2.38,3.75,4.26,7.55
2024-12-03,1536,和大,汽車工業,-4.15,-17.50,-10.04,66.0,-0.3,-3.51,14373.05,-4.44,7.13,2.48,2.5,-0.6,65.8,-4.89,14731.98,37714.6,1.96,3.6,5.27,7.28
2024-12-03,2472,立隆電,電子零組件業,-1.74,21.93,16.99,81.8,2.63,-3.2,4570.57,-1.04,3.56,1.4,0.0,1.51,80.9,-2.57,1512.69,3006.31,3.26,3.57,5.34,6.39
2024-12-03,3025,星通,通信網路業,-51.40,26.13,21.50,78.5,-0.88,-3.33,7712.63,1.9,-0.4,5.74,1.5,1.01,80.0,-2.58,2362.57,9138.07,2.18,3.13,2.02,5.6
2024-12-03,5243,乙盛-KY,光電業,22.29,43.01,9.81,69.1,1.02,-2.54,2598.78,-2.59,2.22,-1.01,7.599999999999994,1.32,69.3,-2.56,2498.39,1832.35,0.38,-1.61,-0.75,4.58
2024-12-03,3551,世禾,其他電子業,3.45,19.07,12.15,125.5,1.21,-3.09,852.15,-0.79,0.8,-1.98,17.5,2.02,126.5,-3.12,463.12,677.67,-0.1,-5.05,-9.28,4.51
2024-12-03,3162,精確,電機機械,-3.15,63.72,23.87,41.4,1.22,-2.47,1400.81,-2.03,0.12,-0.49,2.1499999999999986,0.0,40.9,-3.08,2125.47,1998.01,0.13,1.16,1.79,3.99
2024-12-03,6589,台康生技,生技醫療業,-22.87,-35.84,17.35,92.2,-1.18,-2.12,1368.54,1.1,2.28,-0.96,1.8999999999999917,0.54,93.8,-2.91,2439.18,1987.86,-0.38,1.61,2.04,3.95
2024-12-03,2929,淘帝-KY,貿易百貨,71.15,-12.02,-11.90,15.6,2.63,-2.19,7418.15,-1.44,9.85,1.0,0.0,0.0,15.2,-2.56,8734.24,13680.23,0.91,1.47,1.9,3.75
2024-12-03,6285,啟��,通信網路業,9.42,-6.69,0.55,120.5,0.84,-3.21,5111.4,-0.43,0.43,3.02,1.5,1.67,121.5,-2.85,1758.66,4547.82,3.0,3.8,2.35,3.47
2024-12-03,2419,仲琦,通信網路業,6.72,127.89,-2.90,35.7,-3.64,-4.55,10110.08,-0.97,-1.54,5.41,0.6000000000000014,-0.81,36.75,-2.5,3899.54,16741.32,-0.23,0.75,1.79,3.25
2024-12-03,3021,鴻名,電子零組件業,-7.58,18.30,19.48,33.75,-3.16,-4.66,1010.32,-2.21,1.35,3.41,2.0,0.0,34.85,-4.26,371.76,2670.93,-0.16,-0.1,0.75,3.16
2024-12-03,8111,立��,光電業,-10.79,-10.56,1.16,41.1,5.66,-2.38,11078.45,-1.79,3.0,-1.39,3.199999999999996,0.77,39.2,-3.47,4423.3,4288.79,1.75,2.32,2.18,3.09
2024-12-03,3013,晟銘電,電腦及週邊設備業,-6.27,14.10,40.65,144.0,1.77,-2.04,9528.32,-1.07,5.04,-3.08,29.0,2.12,144.5,-4.07,18313.02,14940.18,1.8,-2.85,-9.57,2.97
2024-12-03,4729,熒茂,光電業,9.82,28.73,-14.09,32.8,2.34,-2.81,2778.67,5.02,-1.49,-2.73,1.7000000000000028,0.47,32.2,-3.46,8768.58,2002.21,0.18,-0.02,0.89,2.85
2024-12-03,4956,光鋐,光電業,-18.26,12.67,10.77,37.25,4.63,-4.36,8125.95,-4.69,2.81,-2.6,0.8999999999999986,0.7,35.85,-3.91,2705.71,3341.57,0.8,0.34,1.04,2.73
2024-12-03,5388,中磊,通信網路業,-12.92,-26.13,-9.41,112.0,-0.88,-3.45,2537.38,0.91,-1.8,3.67,0.5,0.44,113.5,-3.0,1028.69,6618.12,1.0,1.8,1.7,2.72
2024-12-03,2413,環科,電子零組件業,21.41,-7.29,-34.12,26.25,0.38,-2.42,588.7,-1.15,1.93,-0.95,4.150000000000002,0.19,26.2,-3.15,1198.21,834.52,0.07,-1.02,-0.67,2.55
2024-12-03,8033,雷虎,其他,-1.27,32.88,25.33,59.3,-0.5,-2.15,2295.46,-3.81,2.7,4.56,4.300000000000004,0.67,60.0,-3.25,2206.69,5242.98,1.48,2.52,2.36,2.03
2024-12-03,1802,台玻,玻璃陶瓷,13.18,-11.50,-8.29,20.0,-0.74,-2.2,7094.98,-2.51,3.86,-0.25,1.0500000000000007,1.24,20.4,-2.18,16998.44,14833.81,0.05,0.02,0.67,2.01
2024-12-03,2332,友訊,通信網路業,-11.27,-13.50,-10.66,21.5,-0.23,-3.15,10171.05,-7.97,1.87,-0.92,1.9499999999999995,1.16,21.8,-3.36,15855.18,10249.19,-0.37,-0.36,0.56,1.71
2024-12-03,1531,高林股,電機機械,-13.30,16.13,12.27,16.7,0.91,-2.05,889.22,5.99,-2.54,-4.06,1.9499999999999995,0.91,16.7,-4.34,2920.02,1846.29,-0.28,0.25,0.36,1.64
2024-12-03,2493,揚博,電子零組件業,-13.25,8.58,9.92,103.5,-0.48,-2.36,571.63,-1.88,0.0,-0.48,19.0,0.96,105.0,-2.35,477.6,496.41,-1.1,-3.25,-5.33,1.37
2024-12-03,1336,台翰,電子零組件業,20.07,32.72,8.28,26.65,-2.02,-3.96,827.6,-0.76,4.21,-0.18,0.6499999999999986,0.74,27.4,-3.72,1697.59,1112.52,-0.07,-0.12,0.53,1.29
2024-12-03,2314,台揚,通信網路業,0.84,-41.95,-55.04,31.5,2.11,-4.55,2775.18,-1.75,1.29,-1.44,3.799999999999997,2.59,31.65,-2.99,680.95,755.58,0.3,0.34,-0.32,1.24
2024-12-03,2426,鼎元,光電業,-8.26,-1.40,8.34,24.2,-1.83,-2.42,5589.38,0.82,1.63,-1.4,0.8000000000000007,0.2,24.7,-3.71,18737.88,12189.05,-0.37,1.12,2.18,1.2
2024-12-03,5426,振發,電腦及週邊設備業,14.98,33.39,-3.08,31.75,-0.31,-2.61,1506.33,-3.9,2.5,-2.9,7.75,1.26,32.25,-4.35,3616.6,1902.83,-0.59,-2.86,-3.62,1.19
2024-12-03,3522,御頂,觀光事業,-17.33,-8.70,19.32,24.3,0.83,-4.52,749.53,0.41,-0.41,-0.41,0.0,0.83,24.3,-2.03,201.07,279.29,0.08,0.59,1.28,1.02
2024-12-03,6288,聯嘉,汽車工業,-8.13,18.52,29.69,29.5,1.37,-2.32,2985.53,-2.17,0.34,-1.02,2.8000000000000007,1.72,29.6,-3.0,2265.25,2128.58,0.05,-0.61,-0.78,0.9
2024-12-03,2431,聯昌,電子零組件業,0.09,-22.22,-33.51,15.8,-0.63,-3.07,1972.55,-1.91,3.57,-0.31,4.949999999999999,0.0,15.9,-2.15,4179.65,2070.28,0.05,-0.44,-1.07,0.67
2024-12-03,6173,信昌電,電子零組件業,-5.19,1.13,0.84,46.35,1.98,-3.24,3682.19,1.53,1.62,3.41,0.0,1.76,46.25,-3.91,576.12,3063.69,2.03,2.61,2.56,0.23
2024-12-03,6133,金橋,電子零組件業,5.08,34.51,19.24,22.55,3.68,-3.84,2897.14,-2.46,0.69,-1.14,1.150000000000002,0.69,21.9,-3.76,681.28,763.88,0.44,0.31,0.09,0.18
2024-12-03,3591,艾笛森,光電業,-8.68,24.77,28.60,25.15,-0.4,-3.27,3626.75,7.07,-0.39,-1.56,0.4499999999999993,1.39,25.6,-2.7,6041.1,3844.4,-0.02,0.46,0.41,-0.25
2024-12-03,6187,萬潤,其他電子業,-25.04,335.37,366.90,455.0,5.81,-3.4,9198.85,-0.23,-1.48,-0.81,12.0,1.28,435.5,-2.38,3552.49,4723.39,15.1,2.25,-1.02,-0.43
2024-12-03,8011,台通,通信網路業,-7.68,-27.85,37.96,26.55,0.76,-3.8,2523.41,-1.68,0.76,-0.57,3.299999999999997,0.57,26.5,-3.83,961.1,2464.27,0.06,-0.39,-1.13,-0.84
2024-12-03,3290,東浦,電子零組件業,-8.89,0.22,4.92,34.1,-0.29,-2.29,1451.6,0.86,-1.14,-1.72,3.0,1.02,34.55,-3.25,1418.49,2301.28,-0.54,-1.45,-1.38,-0.88
2024-12-03,1316,上曜,建材營造,5.78,332.07,61.54,15.0,0.33,-2.6,3245.32,-1.72,1.05,3.82,0.2999999999999989,2.34,15.3,-2.29,1244.19,4363.53,0.38,0.27,0.18,-1.0
2024-12-03,2498,宏達電,通信網路業,-33.86,3.46,-31.32,44.35,0.23,-4.21,6323.89,-2.52,1.23,-1.88,1.5500000000000045,1.02,44.7,-2.64,3979.34,3655.97,-0.44,-0.37,0.07,-1.1
2024-12-03,3529,力旺,半導體業,448.42,13.36,19.27,2865.0,-0.17,-2.55,560.6,-1.06,3.92,-1.54,755.0,2.44,2940.0,-2.55,599.51,303.91,7.0,-62.5,-160.5,-1.33
2024-12-03,3615,安可,光電業,1.93,-16.43,-3.73,31.5,-0.16,-3.23,958.97,-3.18,1.1,-2.32,5.850000000000001,0.63,31.75,-3.81,901.54,997.65,-0.56,-1.97,-2.55,-1.56
2024-12-03,6603,富強鑫,電機機械,-7.38,13.88,20.13,17.05,-0.58,-2.01,781.86,-0.29,-0.29,-0.58,1.900000000000002,1.46,17.4,-2.0,334.24,491.31,-0.17,-0.53,-0.99,-1.66
2024-12-03,2329,華泰,半導體業,-1.03,-18.98,-0.82,36.2,3.28,-4.23,9375.72,-0.99,1.28,-1.54,0.6500000000000057,4.71,36.7,-2.91,1217.17,1572.52,0.7,0.11,-0.13,-2.21
2024-12-03,6153,嘉聯益,電子零組件業,-16.15,-31.36,-26.27,16.9,0.3,-2.03,1300.79,-1.7,-0.87,-1.75,2.3500000000000014,0.0,16.85,-2.88,903.7,1664.97,-0.26,-0.54,-0.83,-2.77
2024-12-03,4113,聯上,建材營造,22.55,"1,324,565.38","1,606.03",30.65,-1.92,-2.39,856.32,-0.94,0.32,-1.11,1.8500000000000012,0.48,31.4,-2.65,351.33,383.25,-0.71,-1.14,0.38,-2.95
2024-12-03,3303,岱稜,其他電子業,-16.03,-1.10,22.95,56.5,-0.88,-2.42,623.84,0.7,-0.35,-0.35,14.1,1.4,57.8,-2.06,683.62,768.34,-0.52,-1.95,-3.61,-3.81
2024-12-03,8096,擎亞,電子通路業,-33.83,-7.77,29.24,39.1,0.51,-2.01,1439.61,-3.7,0.0,-0.26,6.100000000000001,1.29,39.4,-2.14,1534.37,1290.7,-0.2,-0.05,-0.47,-3.92
2024-12-03,1540,喬福,電機機械,-39.48,-78.13,-3.39,37.8,-2.45,-3.82,2531.72,-1.52,2.32,-2.39,4.400000000000006,0.9,39.1,-4.08,4058.63,4941.6,-1.09,-0.36,-0.93,-4.87
2024-12-03,3707,漢磊,半導體業,-0.63,0,0,50.0,1.01,-3.1,1188.42,-1.95,0.4,-1.98,5.0,1.21,50.1,-3.13,485.19,1243.6,-0.32,-0.57,-2.15,-4.91
2024-12-03,3005,神基,電腦及週邊設備業,-2.92,-5.27,1.75,105.0,0.0,-3.67,3498.55,-0.48,0.97,0.48,10.5,0.95,106.0,-2.78,1423.16,2529.84,0.6,0.35,-4.0,-5.22
2024-12-03,4807,日成-KY,貿易百貨,14.17,62.30,52.08,20.6,2.49,-4.19,542.65,-2.66,1.49,-1.71,18.4,1.99,20.5,-3.13,269.41,279.1,0.2,-0.77,-5.91,-5.22
2024-12-03,2070,精湛,電機機械,-12.69,36.47,30.72,84.8,-2.08,-2.97,1384.25,-8.15,2.92,-1.7,10.299999999999995,0.0,86.6,-3.88,9094.07,2675.2,-2.86,2.66,5.47,-5.47
2024-12-03,2359,所羅門,其他電子業,-6.71,-3.33,-18.89,138.0,0.36,-2.13,2438.04,-2.94,7.58,-3.17,8.0,1.82,140.0,-3.17,3595.4,4141.28,0.9,1.95,-0.32,-6.14
2024-12-03,3535,晶彩科,光電業,-20.74,-80.02,42.07,50.8,0.2,-2.12,990.19,2.2,1.17,-1.93,8.800000000000004,0.79,51.1,-2.69,807.29,593.45,-0.06,-0.66,-2.3,-6.95
2024-12-03,8927,北基,油電燃氣業,-14.03,-0.21,74.28,51.9,-0.19,-2.08,947.04,0.1,5.4,-1.33,7.799999999999997,0.38,52.2,-3.35,1628.69,1370.03,0.59,0.62,-0.9,-7.25
2024-12-03,2467,志聖,電子零組件業,11.48,37.02,34.23,210.0,0.0,-2.55,2105.1,-2.45,0.0,5.53,24.5,1.9,214.0,-2.33,1320.9,3170.43,5.6,2.25,-3.1,-7.68
2024-12-03,2548,華固,建材營造,-96.82,-98.99,-30.90,118.5,-0.42,-2.07,898.96,1.69,1.24,-2.46,5.5,1.26,120.5,-3.25,506.59,732.85,-1.2,-2.65,-2.67,-7.93
2024-12-03,4566,時碩工業,電機機械,-0.87,29.28,13.50,78.5,1.68,-3.09,1572.92,-0.78,1.57,-0.26,5.900000000000006,1.81,78.6,-2.28,498.71,779.3,1.28,-0.03,-1.67,-8.12
2024-12-03,4927,泰鼎-KY,電子零組件業,2.47,-0.75,-1.63,40.25,-0.98,-3.59,2154.41,4.11,-2.09,-3.67,2.6000000000000014,0.74,40.95,-4.13,8461.69,4548.34,-1.27,0.31,0.46,-8.38
2024-12-03,6609,瀧澤科,電機機械,-46.67,34.29,2.16,82.6,0.61,-3.28,680.18,-3.7,3.1,-1.2,29.599999999999994,0.61,82.6,-3.18,1284.07,713.9,0.18,-1.83,-6.83,-9.51
2024-12-03,9802,鈺齊-KY,其他,35.91,9.32,-20.02,106.0,-2.3,-3.2,870.41,0.0,0.0,-3.12,12.5,0.46,109.0,-3.12,441.05,756.96,-4.1,-5.75,-7.1,-9.57
2024-12-03,2543,皇昌,建材營造,-0.27,-9.83,14.08,72.5,0.0,-2.68,4744.02,0.68,0.0,-2.16,18.90000000000001,0.0,72.5,-3.85,3859.02,3117.77,-0.86,-4.05,-8.58,-9.82
2024-12-03,3189,景碩,半導體業,-2.64,2.72,14.73,94.0,0.32,-2.08,3081.52,-0.11,2.16,-0.85,14.5,2.03,95.6,-2.29,2910.7,2871.5,0.54,-0.94,-4.18,-10.06
2024-12-03,3030,德律,其他電子業,-7.68,83.42,57.69,125.5,-1.57,-2.71,2016.26,-2.25,-0.38,-1.92,18.5,0.39,128.0,-3.04,1691.54,1583.63,-3.9,-7.65,-8.75,-13.05
2024-12-03,6830,汎銓,其他電子業,-3.47,12.38,4.43,168.5,1.2,-2.03,660.33,-0.92,1.55,1.52,28.0,0.9,168.0,-2.35,779.84,643.73,3.8,1.2,-6.38,-13.21
2024-12-03,6143,振曜,通信網路業,23.85,-11.45,0.33,117.0,0.0,-4.1,1508.33,-4.56,3.04,-1.27,14.0,1.71,119.0,-3.31,1253.25,729.07,-0.6,-4.8,-2.55,-13.36
2024-12-03,3167,大量,電機機械,16.42,103.36,97.39,115.0,0.88,-2.13,2355.8,-1.71,0.43,-1.3,43.5,1.75,116.0,-4.2,3025.59,2681.74,-0.3,-4.95,-14.88,-14.25
2024-12-03,2524,京城,建材營造,374.10,"2,262.53",218.98,74.9,-1.71,-3.6,725.73,1.06,1.71,-1.42,7.0,1.57,77.4,-3.79,692.71,615.14,-1.02,-3.6,-3.46,-14.85
2024-12-03,8046,南電,電子零組件業,-11.88,-27.34,-26.03,115.5,1.76,-2.53,1897.78,-2.9,-0.43,-2.58,15.5,2.2,116.0,-3.81,1616.78,2326.65,-1.1,-6.05,-8.08,-15.27
2024-12-03,4909,新復興,通信網路業,-35.40,193.91,340.05,121.0,-0.82,-2.81,7693.13,-0.89,3.15,6.55,15.0,0.82,123.0,-2.01,2097.25,9481.15,4.9,5.2,2.97,-18.05
2024-12-03,6538,倉和,電子零組件業,-22.80,-30.88,12.64,105.0,-4.98,-2.33,673.7,-1.33,0.9,-1.34,15.0,-3.62,106.5,-3.07,61.72,119.28,-5.2,-7.35,-7.97,-18.79
2024-12-03,3163,波若威,通信網路業,-6.25,-39.76,-27.45,126.0,0.8,-2.33,2352.3,-0.82,2.07,1.63,24.0,1.2,126.5,-2.34,1289.95,2081.46,2.8,1.35,-4.07,-23.37
2024-12-03,1808,潤隆,建材營造,-79.16,-96.79,-69.08,40.5,-0.49,-2.06,2155.85,1.37,1.6,-1.45,3.3500000000000014,1.11,41.15,-2.51,2332.65,2199.36,-0.15,-0.26,-0.79,-25.06
2024-12-03,4743,合一,生技醫療業,-1.78,25.07,39.58,105.0,0.0,-2.33,1291.32,-3.33,5.42,-1.87,19.0,0.95,106.0,-2.33,4401.46,1849.11,0.3,-0.2,-4.7,-25.53
2024-12-03,3023,信邦,電子零組件業,-1.83,7.77,-1.64,250.5,-0.2,-2.15,1106.16,-4.04,2.4,-1.76,14.5,1.39,254.5,-3.09,1206.04,1604.91,-2.8,-7.8,-8.43,-28.22
2024-12-03,3680,家登,半導體業,-35.89,-25.21,27.63,497.5,1.12,-2.07,880.59,-0.6,-0.2,-1.01,46.0,1.42,499.0,-2.38,270.79,660.69,0.4,-5.15,-9.0,-44.87
2024-12-03,5508,永信建,建材營造,-73.71,-64.61,63.00,159.0,-3.34,-4.22,849.18,-1.21,1.53,-0.6,29.0,-1.22,162.5,-2.08,657.79,719.86,-4.4,-9.2,-17.93,-52.32
2024-12-03,4583,台灣精銳,電機機械,10.20,2.75,10.22,674.0,-2.03,-3.3,602.08,-3.51,2.88,1.47,157.0,0.44,691.0,-2.41,876.42,832.27,-2.4,-30.3,-66.1,-55.0
2024-12-03,6515,穎崴,半導體業,-8.90,152.97,50.28,1150.0,0.44,-2.13,1082.27,-6.84,8.26,-2.97,255.0,1.31,1160.0,-2.14,1844.69,1211.66,3.0,-74.0,-140.0,-123.75
2024-12-03,8249,菱光,電子零組件業,10.73,164.18,26.80,52.4,-0.76,-3.5,3779.02,0.93,-0.74,-1.86,20.40000000000001,0.76,53.2,-4.86,3012.47,3283.19,-0.98,-3.45,-8.9,
2024-12-03,8932,宏大,其他,-12.06,88.15,50.01,88.6,1.26,-2.53,660.5,2.12,0.23,0.57,6.399999999999992,0.8,88.2,-2.89,2535.97,422.63,1.62,1.84,-0.12,
