date,id,name,category,A轉跌幅,回彈,20日跌幅,收盤價,昨日主力,主力買賣超(張),月增率%,年增率%,累計年增率%,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3,昨日A轉跌幅,漲跌幅,成交量,20日最高成交量,3日前漲跌幅,前日漲跌幅,昨日漲跌幅,距20日最高價,開盤位置,開盤價,昨日收盤價,前日成交量,昨日成交量,昨日三大,三大買賣超,融券5N,昨日融券,前日融券,融券差額(張),昨日融券5增張,昨日融券5MAX,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,主力5買%,主力10買%,主力20買%,ma5距離,ma10距離,ma20距離,ma60距離
2024-08-30,4526,東台,電機機械,-3.55,1.0,-44.73,39.35,3206.0,-8572.0,7.40,-22.53,-27.36,摩根大通,1.09%,玉山-新莊,1.03%,兆豐-埔墘,0.88%,0.0,1.94,135875.42,135875.42,9.98,9.86,9.97,0.0,3.5,39.95,38.6,29672.05,117015.24,6504.0,-1426.0,4.0,2545.0,1296.0,-1979.0,4414.0,2545.0,-1.78,3.0,2693.0,-1118.0,0.0,0.0,0.0,-974.0,-0.38,7.15,-452.0,-0.18,0.05,-3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.28,1.51,1.45,0.8,0.75,4.54,8.1,10.65,10.5
2024-08-30,4729,熒茂,光電業,-3.0,0.93,-43.32,27.45,174.0,-150.0,-12.77,-10.32,-20.31,富邦-板橋,5.79%,元富-林園,3.05%,兆豐-北高雄,2.59%,-1.45,0.92,1968.15,18086.24,0.2,7.82,1.12,0.8999999999999986,1.1,27.5,27.2,2342.67,1990.14,59.0,34.0,1.0,5.0,-4.0,-14.0,-133.0,5.0,-3.8,2.0,-67.0,-277.0,0.0,0.0,0.0,-8.0,-0.01,0.68,42.0,0.05,0.32,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.05,-0.88,-1.18,-1.6,1.17,2.41,5.93,8.11
2024-08-30,6284,佳邦,電子零組件業,-2.32,0.99,-29.98,96.8,188.0,-11.0,2.97,10.30,15.78,摩根大通,5.2%,美商高盛,4.76%,元大-文心興安,3.15%,-1.01,-0.82,2480.39,7674.6,3.49,2.42,0.31,0.3000000000000113,0.51,98.1,97.6,6813.69,3087.71,125.0,296.0,4.0,1.0,15.0,-10.0,59.0,32.0,-11.0,3.0,-183.0,-414.0,0.0,0.0,0.0,434.0,0.29,7.1,-138.0,-0.09,0.81,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-0.82,-1.78,1.21,1.16,1.22,1.1,4.6,11.09,7.57
2024-08-30,4974,亞泰,電子零組件業,-4.06,0.97,-21.4,82.8,137.0,-88.0,7.50,22.56,6.41,群益金鼎-民權,14.68%,凱基-台北,3.93%,台灣摩根士丹利,2.62%,-1.5,-3.27,762.51,998.22,0.36,0.48,1.9,0.6000000000000085,0.82,86.3,85.6,304.21,998.22,144.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,86.0,83.0,0.0,0.0,0.0,18.0,0.02,10.24,-20.0,-0.03,0.17,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.68,1.76,0.27,0.89,1.09,-1.06,0.22,3.66,7.26
2024-08-30,6753,龍德造船,航運業,-4.44,0.99,-28.23,140.0,53.0,-265.0,-30.00,-24.43,-5.91,摩根大通,5.71%,港商法國興業,2.48%,凱基-大安,2.48%,-0.68,-3.45,2015.07,6766.52,0.71,2.46,-0.34,0.5,1.03,146.5,145.0,4084.1,2136.38,217.0,121.0,3.0,-13.0,31.0,-12.0,96.0,60.0,-0.08,3.0,-10.0,-307.0,0.0,0.0,0.04,176.0,0.16,5.28,-55.0,-0.05,0.74,-0.25,0.0,0.0,0.0,0.0,0.0,2.0,1.36,1.69,3.32,1.43,1.88,2.87,-2.7,0.3,8.65,7.2
2024-08-30,2062,橋椿,其他,-4.41,0.77,-30.52,37.9,-874.0,-545.0,-12.92,-14.91,12.40,富邦-宜蘭,4.07%,宏遠-高雄,1.32%,美林,1.2%,-4.07,-2.45,6356.65,51597.95,4.41,-0.87,-2.63,2.950000000000003,1.67,39.5,38.85,18282.12,6834.5,-831.0,108.0,3.0,-113.0,20.0,-27.0,-179.0,20.0,-0.76,3.0,-4.0,-429.0,0.0,0.0,1.12,83.0,0.04,10.42,25.0,0.01,0.94,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-1.8,-3.1,0.63,-0.86,-3.19,-1.19,-0.84,2.07,6.68
2024-08-30,8438,昶昕,其他,-3.72,0.79,-41.1,47.85,-73.0,-129.0,6.36,28.91,8.41,群益金鼎-高雄,2.14%,第一金-豐原,1.95%,元富-西松,1.95%,-3.17,1.06,1075.53,10991.98,-0.1,-2.35,-0.94,4.799999999999997,0.32,47.5,47.35,1028.46,544.56,-112.0,-185.0,0.0,-5.0,-5.0,0.0,-55.0,56.0,-1.0,3.0,14.0,109.0,0.0,0.0,0.0,-184.0,-0.26,4.28,-1.0,-0.0,0.22,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,1.76,3.39,-1.21,1.22,3.24,-0.34,0.28,4.43,6.57
2024-08-30,8111,立��,光電業,-2.92,1.0,-39.77,29.9,413.0,-329.0,-3.55,15.30,-0.28,凱基-台北,1.96%,德信-中正,1.03%,摩根大通,0.78%,-2.84,2.75,19069.48,21581.59,9.87,7.07,3.93,0.0,3.09,30.0,29.1,21581.59,18480.51,583.0,-53.0,5.0,48.0,115.0,44.0,308.0,143.0,-0.08,4.0,827.0,68.0,0.0,0.0,0.0,-47.0,-0.04,3.23,-6.0,-0.01,0.65,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-1.2,-1.17,-1.09,-1.09,-1.26,2.51,5.34,7.07,6.49
2024-08-30,6224,聚鼎,電子零組件業,-4.12,0.86,-33.04,62.8,-77.0,-4.0,7.11,0.32,-4.93,美林,7.42%,港商法國興業,5.65%,新加坡商瑞銀,5%,-2.86,-2.64,619.96,6490.42,-3.09,0.91,-3.01,3.200000000000003,0.93,65.1,64.5,1119.25,768.58,126.0,159.0,0.0,-3.0,0.0,0.0,-22.0,0.0,-1.0,0.0,-178.0,-120.0,0.0,0.0,0.0,165.0,0.19,10.63,-6.0,-0.01,0.16,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.9,-0.03,0.31,1.32,-2.74,-2.23,1.77,5.92
2024-08-30,3522,御頂,觀光事業,-3.11,0.7,-39.03,26.5,97.0,-196.0,-14.00,-5.60,19.55,國票-安和,5.77%,統一-敦南,5.62%,台灣摩根士丹利,4.24%,-10.86,-2.21,1956.59,7434.6,0.33,-7.21,-4.24,3.649999999999999,0.37,27.2,27.1,5086.45,2738.06,-155.0,121.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.15,0.83,0.0,0.0,0.01,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,-0.55,0.03,-0.96,-0.98,-4.2,-2.06,-2.11,-0.04,5.84
2024-08-30,5263,智崴,文化創意業,-2.75,0.58,-27.98,176.5,-376.0,-282.0,28.90,69.68,34.41,群益金鼎,6.61%,美商高盛,5%,統一-三重,4.73%,-2.17,-1.94,1120.12,5870.46,3.3,-1.86,-2.44,24.0,0.28,180.5,180.0,1765.8,1960.42,-492.0,-114.0,2.0,-16.0,-18.0,2.0,-43.0,137.0,-1.12,2.0,141.0,-136.0,0.0,0.0,0.0,-192.0,-0.3,17.03,78.0,0.12,1.58,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,-1.79,-0.05,2.02,-2.32,-1.83,-1.24,-5.7,-12.45,-8.05,5.06
2024-08-30,2397,友通,電腦及週邊設備業,-4.31,1.0,-33.57,82.1,657.0,-649.0,-2.89,-39.56,-45.35,國票-南崁,7.59%,國泰-敦南,1.49%,富邦-陽明,0.98%,-0.12,-1.91,4082.36,7389.33,4.16,0.9,6.76,0.0,0.72,84.3,83.7,1490.5,5885.29,427.0,-661.0,4.0,13.0,4.0,-1.0,48.0,13.0,-1.08,2.0,99.0,-23.0,0.0,0.0,0.0,-657.0,-0.57,22.5,-4.0,-0.0,2.61,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,-0.14,0.28,-0.56,-1.49,2.8,3.46,7.64,4.94
2024-08-30,5484,慧友,光電業,-3.63,0.52,-34.48,79.7,-120.0,-27.0,-47.06,14.89,34.65,凱基-台北,3.71%,合庫-基隆,2.56%,兆豐-嘉義,2.21%,-1.73,0.38,1133.32,7888.18,1.47,-2.29,-2.1,16.200000000000003,0.63,79.9,79.4,1252.93,1215.44,58.0,23.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.03,0.98,1.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.9,-0.05,-1.14,-4.92,-7.03,-1.3,-4.96,1.5,4.9
2024-08-30,3047,訊舟,通信網路業,-2.61,0.6,-32.89,41.05,-2113.0,-1110.0,-0.76,138.55,53.32,凱基-新莊,1.76%,元大證券,1.34%,美好,0.8%,-3.46,-1.91,10938.5,152848.0,0.24,-1.43,1.21,6.350000000000001,0.36,42.0,41.85,12976.26,29320.17,-1801.0,-1130.0,1.0,-26.0,-174.0,68.0,-469.0,255.0,-3.62,4.0,210.0,37.0,0.0,0.0,0.0,-1266.0,-0.59,4.53,136.0,0.06,0.33,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,-4.06,-6.36,0.36,-3.95,-13.12,-1.77,-0.56,-1.69,0.46,4.72
2024-08-30,6208,日揚,電子零組件業,-3.23,0.88,-30.96,57.0,74.0,-190.0,-10.06,-16.43,-11.65,新加坡商瑞銀,2%,永豐金-萬盛,1.39%,美林,1.33%,-0.9,3.64,3605.52,8927.27,-0.17,-3.64,-1.08,2.3000000000000043,0.0,55.0,55.0,1847.71,913.82,56.0,-60.0,2.0,-33.0,0.0,1.0,-8.0,14.0,-1.03,2.0,-146.0,210.0,0.0,0.0,0.0,-48.0,-0.04,1.66,-12.0,-0.01,0.02,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,-0.57,-0.54,-0.49,-1.5,-1.59,0.38,0.93,5.98,4.3
2024-08-30,8021,尖點,其他電子業,-4.06,0.83,-33.69,37.8,59.0,-43.0,0.35,40.78,33.64,港商野村,7.56%,摩根大通,5.28%,港商法國興業,3.69%,-1.65,-2.58,3255.26,22227.44,3.09,-1.88,-1.15,2.450000000000003,0.9,39.15,38.8,4317.72,2914.18,536.0,568.0,1.0,-5.0,-18.0,-19.0,55.0,99.0,2.8,1.0,-392.0,-406.0,0.0,0.0,0.01,567.0,0.4,12.65,1.0,0.0,0.34,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.92,5.26,-0.41,2.46,3.21,-1.13,-0.69,2.17,3.57
2024-08-30,2426,鼎元,光電業,-4.23,1.0,-32.77,22.65,-3390.0,-99.0,-5.60,10.56,8.42,摩根大通,4.1%,美林,2.04%,台新-屏東,0.81%,-3.24,1.12,16396.4,28801.44,0.79,9.9,6.16,0.0,-1.34,22.1,22.4,8949.26,28801.44,-1644.0,520.0,3.0,134.0,17.0,1.0,151.0,134.0,-0.99,2.0,1009.0,-30.0,0.0,0.0,0.0,491.0,0.16,9.46,29.0,0.01,0.43,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-0.07,0.07,-0.74,-0.79,-0.64,1.77,2.65,3.63,3.55
2024-08-30,3652,精聯,電腦及週邊設備業,-2.25,0.62,-33.39,47.75,-33.0,-108.0,-4.55,23.11,6.76,凱基-中壢,4.84%,新加坡商瑞銀,4.55%,元大-鑫永和,3.89%,-2.83,-0.73,1053.91,8656.26,2.83,0.0,-1.84,7.149999999999999,1.04,48.6,48.1,2590.99,1124.89,-19.0,-43.0,2.0,-6.0,25.0,-27.0,-61.0,25.0,3.5,1.0,75.0,-93.0,0.0,0.0,0.0,-43.0,-0.06,2.94,0.0,0.0,0.11,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.45,-0.82,1.54,0.35,-1.27,-1.22,-0.55,-1.62,1.71,3.37
2024-08-30,1727,中華化,化學工業,-4.6,0.89,-33.24,34.2,850.0,-1099.0,-3.21,17.98,15.18,凱基-台北,2.92%,港商法國興業,1.44%,國票-台中,0.7%,-4.17,-3.93,6992.91,22687.48,4.97,0.0,5.33,1.2999999999999972,0.14,35.65,35.6,3027.6,22687.48,-449.0,-197.0,3.0,43.0,22.0,-11.0,247.0,118.0,-1.26,3.0,820.0,-515.0,0.0,0.0,0.0,-199.0,-0.17,2.7,2.0,0.0,0.51,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-1.96,-1.04,0.27,-1.0,-1.29,0.28,1.96,3.96,3.31
2024-08-30,5452,佶優,其他電子業,-4.76,0.89,-31.72,36.05,-227.0,-59.0,-6.48,7.92,4.68,凱基-台北,3.3%,凱基-桃園,3.17%,元大-土城,1.62%,-3.52,-2.7,4510.19,21795.16,3.42,0.53,-2.37,1.3999999999999986,0.13,37.1,37.05,10162.06,4030.07,-142.0,81.0,2.0,50.0,-17.0,-13.0,4.0,50.0,-1.26,2.0,-17.0,-103.0,0.0,0.0,0.0,112.0,0.08,6.07,-31.0,-0.02,0.62,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-3.06,-1.88,-1.4,-3.59,-2.49,-1.01,-0.67,2.5,3.06
2024-08-30,9935,慶豐富,其他,-2.43,0.77,-27.27,30.15,15.0,-95.0,10.61,15.16,22.46,兆豐-三民,6.89%,富邦-南屯,5.3%,第一金-台中,4.64%,-1.92,-1.47,754.71,8436.5,1.85,1.99,-0.65,2.1000000000000014,0.16,30.65,30.6,1349.98,725.46,85.0,-157.0,0.0,-1.0,-92.0,-1.0,-136.0,-1.0,0.0,4.0,-32.0,20.0,0.0,0.0,0.0,-157.0,-0.09,7.67,0.0,0.0,0.26,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.43,-0.91,-0.06,-0.85,-0.92,-0.13,-0.69,0.73,2.62
2024-08-30,2362,藍天,電腦及週邊設備業,-3.6,0.88,-23.29,58.9,-1448.0,-61.0,-0.17,44.86,11.01,新加坡商瑞銀,18.32%,美林,3.27%,美商高盛,2.51%,-3.69,-1.83,6084.94,14342.76,2.21,1.16,-1.32,1.7999999999999972,0.83,60.5,60.0,11332.2,7359.9,-1642.0,611.0,2.0,-37.0,0.0,-28.0,-39.0,57.0,-0.24,3.0,166.0,-221.0,0.0,0.0,0.06,547.0,0.09,9.57,64.0,0.01,0.5,-0.01,0.0,0.0,0.0,0.0,0.0,3.0,0.13,0.16,-0.11,-0.16,-0.2,-0.68,-0.82,-0.74,1.43,2.55
