date,id,name,category,三等份位階,20日跌幅,30N漲跌幅,當日漲跌幅,昨日漲跌幅,收盤價,昨日主力,主力買賣超(張),月增率%,年增率%,累計年增率%,漲跌幅,成交量,20日最高成交量,20日最高價,3日前漲跌幅,前日漲跌幅,昨日漲跌幅.1,距20日最高價,最高價,開盤位置,開盤價,昨日收盤價,前日成交量,昨日成交量,昨日三大,三大買賣超,融券5N,昨日融券,前日融券,融券差額(張),昨日融券5增張,昨日融券5MAX,融券5增張,融券5MAX,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,主力5買%,主力10買%,主力20買%,ma5距離,ma10距離,ma20距離,ma60距離,RSI
2026-06-04,3211,順達,電腦及週邊設備業,3,-30.36,37.03,0.0,8.92,454.0,1402.0,-854.0,,,,-2.16,18588.74,21823.0,492.5,0.0,-3.21,8.92,22.5,470.0,-2.16,454.0,464.0,9255.02,16630.37,-276.0,710.0,3.0,70.0,-37.0,21.0,26.0,70.0,70.0,70.0,-0.7,3.0,976.0,-933.0,-692.0,-0.46,6.81,1535.0,1.01,26.88,-133.0,-0.09,3.33,-0.56,-1.66,-3.27,-5.89,0.0,0.0,4.0,-2.16,8.52,8.93,-3.31,7.19,1.72,11.6,13.8,47.0,84.99,62.83183493582065
2026-06-04,2406,國碩,光電業,3,-28.11,48.49,-3.27,5.56,38.5,9272.0,-2352.0,,,,1.32,90088.82,90088.82,41.8,3.91,-0.28,5.56,0.0,41.8,4.74,39.8,38.0,19889.67,28940.78,10826.0,-5226.0,3.0,66.0,23.0,-16.0,81.0,66.0,73.0,66.0,-1.24,3.0,1082.0,894.0,0.0,0.0,0.0,-5373.0,-1.53,20.37,147.0,0.04,0.54,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,3.76,5.07,4.74,3.77,4.72,3.06,1.95,3.39,4.8,5.1,77.04524057633489
2026-06-04,3526,凡甲,電子零組件業,3,-12.16,47.26,0.91,4.42,388.5,85.0,-83.0,,,,-0.38,740.18,3363.08,403.0,-1.36,1.79,4.42,13.5,389.5,-1.28,385.0,390.0,871.16,2272.89,407.0,-85.0,2.0,52.0,0.0,6.0,51.0,52.0,57.0,52.0,-0.88,4.0,202.0,31.0,-2.0,-0.0,2.6,-81.0,-0.14,22.45,-2.0,-0.0,0.6,-0.14,-0.18,-0.25,-0.16,0.0,0.0,5.0,1.37,1.78,3.9,-0.09,-0.98,0.2,12.1,14.45,12.8,66.91,68.52892177870612
2026-06-04,1513,中興電,電機機械,3,-27.11,37.2,-1.58,7.89,187.0,17270.0,-6676.0,,,,1.36,79393.09,79393.09,201.0,1.2,-0.3,7.89,0.0,201.0,2.98,190.0,184.5,8754.58,45937.74,8104.0,-5116.0,4.0,51.0,1.0,6.0,43.0,51.0,50.0,51.0,-0.88,3.0,665.0,2079.0,118.0,0.02,3.03,-5006.0,-1.0,12.18,-228.0,-0.05,0.9,-1.33,0.18,0.39,0.67,5.0,8.0,11.0,-0.33,-1.44,-3.2,1.52,0.73,-0.69,12.1,17.95,25.8,31.34,87.8777238992283
2026-06-04,8104,錸寶,光電業,3,-30.75,45.07,-7.27,10.26,42.75,3097.0,-3767.0,,,,-4.15,17657.0,17657.0,47.8,0.85,-2.29,10.26,0.0,47.8,3.36,46.1,44.6,2984.61,11336.12,1785.0,-1933.0,3.0,48.0,-10.0,-1.0,105.0,48.0,60.0,48.0,-1.02,3.0,603.0,-453.0,0.0,0.0,0.0,-1835.0,-2.46,2.64,-98.0,-0.13,0.03,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.5,0.37,-5.09,-0.6,-0.86,0.64,3.25,5.93,7.54,68.79448984717416
2026-06-04,4555,氣立,電機機械,3,-34.15,47.14,-5.31,4.08,53.5,172.0,-53.0,,,,-4.63,608.98,5602.81,61.5,-1.72,-5.6,4.08,5.0,56.5,0.71,56.5,56.1,1683.16,947.68,168.0,-133.0,2.0,48.0,7.0,-4.0,55.0,48.0,51.0,48.0,-1.08,2.0,74.0,28.0,0.0,0.0,0.0,-134.0,-0.19,2.66,1.0,0.0,0.22,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.65,1.46,0.1,1.2,2.14,-2.24,-1.43,4.84,12.17,54.20538605681243
2026-06-04,6830,汎銓,其他電子業,2,-26.47,20.56,-2.03,4.69,676.0,224.0,-172.0,,,,-5.32,1586.78,3599.23,884.0,0.74,-3.22,4.69,151.0,733.0,-3.36,690.0,714.0,1684.69,2265.17,287.0,-273.0,1.0,34.0,-2.0,-9.0,8.0,34.0,13.0,34.0,-1.26,4.0,77.0,21.0,0.0,0.0,2.89,-259.0,-0.55,5.44,-14.0,-0.03,0.0,-0.37,0.15,0.15,0.18,2.0,2.0,4.0,-0.43,-1.66,-0.0,-0.31,-1.57,-2.21,-6.4,-33.9,-46.7,15.82,41.206275201444654
2026-06-04,1519,華城,電機機械,2,-22.77,29.48,-3.81,8.72,910.0,3035.0,-1802.0,,,,-2.67,19360.28,19360.28,997.0,-0.46,-2.3,8.72,0.0,997.0,1.18,946.0,935.0,2356.63,9083.51,1853.0,-1277.0,3.0,34.0,3.0,-2.0,41.0,34.0,38.0,34.0,-1.06,2.0,1381.0,-83.0,0.0,0.0,0.43,-936.0,-0.36,24.26,-341.0,-0.13,1.22,-0.69,-0.08,-0.17,-0.37,0.0,3.0,5.0,0.04,-0.4,-2.32,0.33,0.01,-1.69,22.2,43.0,52.7,39.68,61.58445845040613
2026-06-04,6257,矽格,半導體業,3,-15.7,37.39,0.0,4.31,228.0,3165.0,-605.0,,,,-0.87,11694.83,23166.24,242.0,-3.52,-2.05,4.31,5.0,237.0,-0.87,228.0,230.0,13068.9,15054.83,3867.0,1859.0,3.0,33.0,22.0,4.0,46.0,33.0,47.0,33.0,-0.88,4.0,153.0,124.0,-31.0,-0.01,4.56,1859.0,0.41,31.88,31.0,0.01,0.26,-0.13,-1.67,-2.24,-3.69,0.0,0.0,4.0,1.12,2.04,3.16,-1.31,-1.59,-1.96,4.0,0.7,8.07,46.72,57.86123297360366
2026-06-04,3374,精材,半導體業,3,-28.95,50.84,-5.93,6.17,254.0,8105.0,-6690.0,,,,-7.8,18162.57,47620.02,285.0,0.58,-2.3,6.17,15.0,270.0,-2.0,270.0,275.5,11942.33,33250.58,8458.0,-6898.0,2.0,31.0,13.0,-50.0,51.0,31.0,-18.0,31.0,-2.61,5.0,69.0,438.0,0.0,0.0,0.83,-6134.0,-2.26,10.41,-764.0,-0.28,1.85,-2.47,-0.05,0.02,0.23,0.0,2.0,5.0,-2.41,-1.81,-2.13,-2.76,-3.42,-1.64,-6.7,-3.55,1.8,51.18,50.11915644387927
2026-06-04,3689,湧德,電子零組件業,3,-21.03,26.2,0.0,2.53,141.0,900.0,-103.0,,,,-0.7,4091.1,12682.72,145.0,-0.36,-1.09,2.53,0.5,144.5,-0.7,141.0,142.0,3862.86,9808.14,1856.0,-145.0,2.0,19.0,0.0,1.0,23.0,19.0,16.0,19.0,-0.95,3.0,161.0,20.0,0.0,0.0,0.0,-52.0,-0.07,16.67,-93.0,-0.12,0.69,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,4.05,9.41,7.25,2.81,8.05,6.25,2.1,8.0,13.88,16.33,75.35440710171414
2026-06-04,5009,榮剛,鋼鐵工業,2,-14.9,25.16,-1.71,5.26,37.35,2350.0,-276.0,,,,-1.71,3657.13,18608.06,40.95,0.69,-0.96,5.26,2.9000000000000057,38.05,0.0,38.0,38.0,2540.73,9869.36,3079.0,-627.0,2.0,14.0,0.0,-11.0,8.0,14.0,0.0,14.0,-1.79,2.0,484.0,-85.0,-5.0,-0.0,0.42,-445.0,-0.07,10.87,-177.0,-0.03,0.68,-0.05,-0.0,-0.0,0.23,0.0,0.0,4.0,0.4,0.44,-0.26,0.42,0.33,-0.34,0.62,1.11,0.78,3.26,61.075890606207565
2026-06-04,1735,日勝化,化學工業,2,-13.96,11.7,-2.81,5.37,25.95,345.0,-86.0,,,,-2.08,697.43,1688.69,28.3,1.2,-0.59,5.37,1.1000000000000014,27.2,0.75,26.7,26.5,407.78,1115.84,424.0,-143.0,2.0,11.0,0.0,-3.0,12.0,11.0,8.0,11.0,-1.27,3.0,116.0,8.0,0.0,0.0,0.19,-144.0,-0.14,51.09,1.0,0.0,0.05,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.13,0.55,0.38,-0.08,0.11,0.37,0.14,-0.03,-0.51,51.53372081758205
2026-06-04,3289,宜特,其他電子業,2,-14.63,14.64,0.56,8.73,179.0,384.0,-1034.0,,,,-0.83,6523.7,6523.7,188.0,-0.89,-1.2,8.73,4.0,184.0,-1.39,178.0,180.5,1737.11,5799.75,-220.0,-843.0,3.0,9.0,-5.0,-2.0,6.0,9.0,5.0,9.0,-1.22,5.0,508.0,140.0,0.0,0.0,0.0,-948.0,-1.25,6.91,105.0,0.14,1.07,-1.37,0.0,0.0,-0.04,0.0,0.0,1.0,-1.82,-2.78,-0.97,-0.76,-1.06,-2.61,7.3,8.25,8.6,16.14,64.29024341817188
2026-06-04,6781,AES-KY,電子零組件業,2,-21.17,18.57,-3.75,6.14,1155.0,134.0,-198.0,,,,-4.55,1999.9,4359.9,1370.0,3.45,-5.83,6.14,125.0,1245.0,-0.83,1200.0,1210.0,1875.31,2259.51,35.0,-305.0,1.0,6.0,-1.0,-2.0,4.0,6.0,2.0,6.0,-1.33,4.0,81.0,72.0,-41.0,-0.05,0.63,-204.0,-0.24,67.57,-60.0,-0.07,0.67,-0.23,-0.51,-0.51,-0.46,0.0,0.0,2.0,-0.78,-0.22,-0.14,-0.94,-0.59,-0.97,-16.0,-38.5,-39.75,55.27,45.96502412760085
2026-06-04,2348,海悅,其他,1,-15.64,18.55,-3.76,6.1,74.3,-28.0,-227.0,,,,-0.67,1496.08,1496.08,79.9,2.64,1.14,6.1,0.0,79.9,3.21,77.2,74.8,334.76,923.96,11.0,-252.0,3.0,6.0,0.0,2.0,6.0,6.0,8.0,6.0,-0.67,5.0,66.0,84.0,0.0,0.0,0.0,-257.0,-0.22,1.01,5.0,0.0,0.34,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.42,-0.78,-0.15,-0.34,-0.7,2.74,4.46,4.4,0.06,78.68786455113924
2026-06-04,6873,泓德能源-創,其他業,3,-20.77,26.22,3.46,4.75,98.6,191.0,-173.0,,,,3.9,2755.56,2755.56,103.5,1.23,0.0,4.75,0.0,103.5,0.42,95.3,94.9,412.95,1555.72,141.0,-308.0,3.0,4.0,-1.0,2.0,2.0,4.0,6.0,4.0,-0.5,2.0,79.0,206.0,0.0,0.0,0.01,-361.0,-0.36,10.48,53.0,0.05,0.39,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.39,-1.12,0.06,0.22,0.08,6.0,7.66,9.32,8.44,79.28275448937721
2026-06-04,3434,哲固,光電業,3,-27.33,37.61,-1.41,3.76,35.0,-248.0,-67.0,,,,-2.51,1638.12,2741.88,38.05,2.38,9.95,3.76,0.0,38.05,-1.11,35.5,35.9,656.81,2741.88,-149.0,-67.0,1.0,3.0,0.0,-1.0,3.0,3.0,2.0,3.0,-1.33,3.0,304.0,-37.0,0.0,0.0,0.0,-66.0,-0.24,1.83,-1.0,-0.0,0.07,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,-0.77,-0.75,-0.35,-0.28,-0.17,2.27,4.06,5.33,5.59,82.86228691211647
2026-06-04,2032,新鋼,鋼鐵工業,3,-16.36,23.92,-1.88,3.61,18.3,361.0,-5.0,,,,-1.88,1024.43,5439.78,19.25,1.96,-1.1,3.61,0.6000000000000014,18.65,0.0,18.65,18.65,970.72,2263.28,505.0,-37.0,2.0,2.0,-1.0,-1.0,2.0,2.0,0.0,2.0,-1.5,3.0,429.0,37.0,0.0,0.0,0.0,-40.0,-0.03,3.76,3.0,0.0,0.23,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.46,2.4,0.23,0.3,1.18,0.1,0.38,0.95,1.72,62.68772575851493
2026-06-04,2364,倫飛,電腦及週邊設備業,3,-23.8,32.7,-3.24,6.42,80.6,699.0,-754.0,,,,3.47,4460.46,4460.46,83.6,4.68,-0.98,6.42,0.0,83.6,6.93,83.3,77.9,319.67,1793.84,9.0,-218.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,-0.5,3.0,780.0,-540.0,0.0,0.0,0.0,-179.0,-0.58,25.79,-39.0,-0.13,2.01,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,0.26,0.35,-0.03,-0.15,-0.14,6.72,9.46,11.16,15.3,85.57126492889078
2026-06-04,5228,鈺鎧,電子零組件業,3,-44.46,132.11,-2.92,3.41,63.1,-337.0,-103.0,,,,-5.4,1156.58,6020.78,70.4,1.09,-0.62,3.41,1.0,69.4,-2.55,65.0,66.7,1885.84,2669.52,-433.0,-105.0,1.0,2.0,0.0,-1.0,2.0,2.0,1.0,2.0,-1.5,3.0,52.0,-8.0,0.0,0.0,0.0,-105.0,-0.28,1.49,0.0,0.0,0.2,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,-0.04,-1.06,-1.57,-1.24,-2.97,-1.46,2.61,9.42,26.47,67.40923101157966
